course	uuid	node_id
csa	63897ba3-b9e0-4d4a-b268-96804b8a99c9	4.6.A.8
csa	7c3fbc8f-9e92-4eef-ac3a-7a1d985b5ae6	4.6.A.9
csa	2f7413b7-37fd-4d31-9cb8-2cc7b05ee9c7	4.7.A.1
csa	8282f8ed-49bc-4936-bced-1bf061a06e40	4.7.A.1
csa	ebeeec2d-a7fe-4a22-abc9-9a9f9a904925	4.7.A.2
csa	34ef69de-7cad-45d5-bd4e-84c748e46693	4.7.A.4
csa	7e2ce056-cc7a-452a-9396-7d310daf4d98	4.7.A.5
csa	942b53e2-a191-4f77-9404-9f29942e3f0b	4.8.A.1
csa	4227080f-13f0-49ab-b999-8c37a9977e4f	4.8.A.2
csa	14a9e7e2-bc59-487f-a3c0-b38870050cba	4.8.A.3
csa	d229b371-7bef-4d2f-9a7d-d45a6a1fab3c	4.8.A.4
csa	26c78085-b383-4138-9e4b-67e50248bcc6	4.8.A.6
csa	cbba7eb7-b718-404d-8b41-f5daa1ea438a	4.9.A.1
csa	092dc9a0-d8c6-4bd2-aac6-99564eef2979	4.9.A.2
csa	423fcaa6-1190-40e6-bce9-c0579f58c167	4.9.A.2
csa	9f708d9b-57ef-446d-8a2b-02e7bb00ae51	4.9.A.2
